time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1984-08-22T09:46:30.250Z,44.467,-114.008,10,5.6,mw,,,,1,us,usp00026m2,2017-04-13T21:56:44.650Z,southern Idaho,earthquake,,,,,reviewed,us,hrv
1984-04-24T21:15:18.760Z,37.3096667,-121.6788333,8.193,6.2,ml,101,26,0.05135,0.06,nc,nc17204,2017-04-26T17:37:43.350Z,Northern California,earthquake,0.11,0.31,,0,reviewed,nc,nc
1984-02-10T16:51:20.890Z,28.271,-112.144,10,6,mw,,,,1.1,us,usp00021vn,2016-11-09T21:50:50.997Z,Gulf of California,earthquake,,,,,reviewed,us,hrv
1983-10-29T23:39:05.530Z,44.281,-114.115,10,5.5,mb,,,,0.8,us,usp0001zda,2014-11-07T00:34:01.338Z,southern Idaho,earthquake,,,,57,reviewed,us,us
1983-10-28T14:06:06.610Z,44.058,-113.857,10,6.9,mw,,,,1.1,us,usp0001zbv,2017-04-26T17:37:09.751Z,southern Idaho,earthquake,,,,,reviewed,us,nc
1983-08-24T13:36:28.830Z,40.372,-124.9245,11.188,5.5,ml,41,257,0.4604,0.14,nc,nc1100970,2017-04-26T17:36:53.201Z,offshore Northern California,earthquake,1.65,2.18,,0,reviewed,nc,nc
1983-05-02T23:46:06.000Z,36.23,-120.29,8,5.5,mb,,,,,us,usp0001uxb,2017-04-26T17:36:28.679Z,Central California,earthquake,,,,3,reviewed,brk,us
1983-05-02T23:42:38.060Z,36.2316667,-120.312,9.578,6.7,ml,64,137,0.03063,0.07,nc,nc1091100,2017-04-26T18:16:19.013Z,Central California,earthquake,0.28,0.24,,0,reviewed,nc,nc
1982-02-07T19:18:17.210Z,29.035,-113.053,10,5.6,ms,,,,1.1,us,usp0001jh9,2016-11-09T21:49:33.424Z,"Baja California, Mexico",earthquake,,,,2,reviewed,us,us
1982-01-09T12:53:51.880Z,46.984,-66.656,10.1,5.7,mb,,,,,us,usp0001hym,2017-04-13T21:54:22.261Z,"New Brunswick, Canada",earthquake,,,,49,reviewed,spe,us
1981-09-30T11:53:26.190Z,37.5838333,-118.8645,3.126,5.9,ml,18,83,0.03243,0.07,nc,nc1068066,2017-04-26T18:07:22.330Z,Central California,earthquake,0.27,0.49,,6,reviewed,nc,nc
1981-04-26T12:09:28.290Z,33.0955,-115.6245,18.904,5.75,ml,81,34,,0.34,ci,ci514869,2017-04-26T17:34:47.340Z,"6km N of Westmorland, CA",earthquake,0.56,0.67,0.161,6,reviewed,ci,ci
1980-11-08T10:27:34.000Z,41.117,-124.253,19,7.2,mw,,,,,us,usp0001aq1,2017-04-26T17:34:18.534Z,offshore Northern California,earthquake,,,,,reviewed,us,1023
1980-09-07T04:36:38.250Z,38.1383333,-118.3913333,6,5.52,ml,5,333,1.09,0.33,ci,ci9735242,2016-11-09T23:25:39.144Z,"48km SSE of Hawthorne, NV",earthquake,8.02,31.61,0.206,12,reviewed,ci,ci
1980-06-09T03:28:19.140Z,32.1998333,-115.1221667,6,6.3,mw,16,233,0.5968,0.62,ci,ci9730174,2017-04-26T17:33:54.285Z,"5km SE of Alberto Oviedo Mota, B.C., MX",earthquake,4.51,31.61,,0,reviewed,ci,ci
1980-05-27T14:50:56.810Z,37.5033333,-118.8055,13.795,6.2,ml,19,183,0.04685,0.12,nc,nc1053177,2017-04-26T17:33:53.653Z,Central California,earthquake,0.71,0.45,,0,reviewed,nc,nc
1980-05-26T18:57:55.590Z,37.5206667,-118.8761667,2.063,5.7,ml,12,211,0.08018,0.03,nc,nc1053105,2016-12-13T22:40:51.410Z,Central California,earthquake,0.49,1.08,,0,reviewed,nc,nc
1980-05-25T20:35:47.930Z,37.6186667,-118.8348333,4.833,5.7,ml,4,182,0.005405,0.04,nc,nc1053058,2017-04-13T21:53:05.090Z,"Long Valley area, California",earthquake,1.65,3.79,,0,reviewed,nc,nc
1980-05-25T19:44:50.910Z,37.5538333,-118.807,11.856,6.1,ml,7,191,0.03964,0.1,nc,nc1053054,2017-04-26T17:33:52.175Z,Central California,earthquake,1.82,1.37,,0,reviewed,nc,nc
1980-05-25T19:44:50.520Z,37.6956667,-118.75,6,6.47,ml,19,224,,0.57,ci,ci3308037,2017-04-12T00:00:31.279Z,"21km ENE of Mammoth Lakes, CA",earthquake,3.61,31.61,0.197,6,reviewed,ci,ci
1980-05-25T16:49:27.160Z,37.6768333,-118.8996667,6.686,6,ml,42,55,0.06126,1.35,nc,nc1053045,2016-12-13T22:35:18.911Z,"Long Valley area, California",earthquake,1.99,2.52,,0,reviewed,nc,nc
1980-05-25T16:33:44.000Z,37.5903333,-118.831,6.806,6.1,ml,11,159,0.004505,0.15,nc,nc1053043,2017-04-26T17:33:50.899Z,Central California,earthquake,1.71,1.44,,0,reviewed,nc,nc
1980-05-18T15:32:11.430Z,46.2073333,-122.188,1.51,5.7,md,18,62,0.008296,0.22,uw,uw10084803,2017-04-13T21:53:02.660Z,"Mount St. Helens area, Washington",earthquake,0.682,0.56,0.08,1,reviewed,uw,uw
1980-01-24T19:00:09.500Z,37.852,-121.815,11,5.8,mw,,,,,us,usp000155j,2017-04-26T17:33:32.759Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,b,1009
1979-10-16T06:58:43.450Z,32.9986667,-115.5575,14.19,5.8,ml,7,79,0.05768,0.17,ci,ci3310205,2017-04-26T17:33:09.208Z,"3km NW of Brawley, CA",earthquake,1.03,1.78,,0,reviewed,ci,ci
1979-10-15T23:16:53.910Z,32.6673333,-115.3591667,15,6.4,mw,78,168,,0.5,ci,ci3352060,2017-04-13T21:52:29.568Z,"10km E of Mexicali, B.C., MX",earthquake,1.26,31.61,0.288,2,reviewed,ci,ci
1979-08-06T17:05:22.930Z,37.1038333,-121.5123333,8.315,5.8,ml,95,97,0.05225,0.06,nc,nc1046962,2017-03-15T17:08:48.847Z,Northern California,earthquake,0.15,0.36,,0,reviewed,nc,nc
1979-03-23T17:21:55.400Z,26.74,-110.806,15,5.6,ms,,,,,us,usp0000zmk,2016-11-09T22:08:30.966Z,Gulf of California,earthquake,,,,,reviewed,us,us
1978-03-24T00:42:36.300Z,29.801,-67.4,20,6.1,mb,,,,,us,usp0000tm9,2016-11-10T00:29:47.889Z,North Atlantic Ocean,earthquake,,,,,reviewed,us,us
1977-11-21T02:50:03.400Z,29.269,-112.97,33,5.6,ms,,,,,us,usp0000rmv,2016-11-10T00:00:51.505Z,"Sonora, Mexico",earthquake,,,,,reviewed,us,us
1976-12-08T14:40:59.100Z,44.76,-110.793,5,5.5,mb,,,,,us,usp0000kp6,2014-11-06T23:21:38.520Z,"Yellowstone National Park, Wyoming",earthquake,,,,,reviewed,g,us
1976-11-26T11:19:32.070Z,41.0351667,-124.9496667,41.78,6.3,ml,13,318,0.6577,0.09,nc,nc1032447,2016-12-15T09:36:52.888Z,offshore Northern California,earthquake,8.57,5.3,,0,reviewed,nc,nc
1975-09-24T17:19:37.200Z,25.154,-109.259,33,5.7,ms,,,,,us,usp0000cxk,2015-05-13T18:53:11.000Z,Gulf of California,earthquake,,,,,reviewed,us,us
1975-08-01T20:20:12.900Z,39.4321667,-121.5458333,4.97,5.7,ml,,,,,nc,nc71105799,2017-02-18T01:24:15.580Z,"0km WSW of Palermo, California",earthquake,,,,0,reviewed,nc,nc
1975-07-08T09:37:27.300Z,29.459,-113.346,33,6.5,ms,,,,,us,usp0000bxv,2017-04-26T17:28:35.154Z,"Baja California, Mexico",earthquake,,,,,reviewed,us,us
1975-06-30T18:54:13.400Z,44.745,-110.605,7,5.9,ms,,,,,us,usp0000buf,2017-04-26T17:28:34.474Z,"Yellowstone National Park, Wyoming",earthquake,,,,,reviewed,g,us
1975-03-28T02:31:05.700Z,42.061,-112.548,5,6.1,mb,,,,,us,usp0000ad8,2017-04-26T17:28:20.788Z,southern Idaho,earthquake,,,,,reviewed,u,us
1974-11-22T16:25:34.480Z,30.25,-114.8,6,5.55,ml,20,312,2.641,3.22,ci,ci3319062,2016-01-29T01:23:27.120Z,"217km S of Estacion Coahuila, B.C., MX",earthquake,99,31.61,0.055,4,reviewed,ci,ci
1974-05-31T14:04:59.900Z,27.226,-111.238,33,6.3,ms,,,,,us,usp00006kc,2017-04-26T17:27:42.392Z,Gulf of California,earthquake,,,,,reviewed,us,us
1973-10-03T04:27:40.500Z,27.557,-112.419,9,5.5,mb,,,,,us,usp00003nm,2014-11-06T23:21:20.615Z,"Baja California Sur, Mexico",earthquake,,,,,reviewed,us,us
1973-03-25T22:42:02.800Z,25.89,-109.878,33,5.5,ms,,,,,us,usp000012t,2015-05-13T18:53:07.000Z,Gulf of California,earthquake,,,,,reviewed,us,us
1972-02-20T06:08:14.000Z,29.328,-113.68,15,5.8,mw,,,,,iscgem,iscgem776334,2015-05-13T18:53:06.000Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1971-09-30T08:18:00.000Z,26.816,-110.834,15,6.5,mw,,,,,iscgem,iscgem780731,2017-04-26T17:25:22.838Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1971-04-14T11:38:40.000Z,27.565,-112.528,15,5.6,mw,,,,,iscgem,iscgem785599,2015-05-13T18:53:05.000Z,"Baja California Sur, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1971-02-09T14:02:45.740Z,34.416,-118.37,6,5.8,mh,0,360,0.3136,0.005,ci,ci3360245,2016-01-29T01:28:58.950Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:01:12.450Z,34.416,-118.37,6,5.8,mh,0,328.5,0.3136,0.324,ci,ci3360255,2016-01-29T01:43:19.420Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:00:41.920Z,34.416,-118.37,8.95,6.6,mw,0,123.4,,0.249,ci,ci3347678,2017-04-26T17:24:34.473Z,"10km SSW of Agua Dulce, CA",earthquake,,6.837,,0,reviewed,ci,ci
1969-11-05T17:54:12.000Z,34.589,-121.428,10,6,mw,,,,,iscgem,iscgem801913,2016-01-28T19:43:08.300Z,offshore Central California,earthquake,,,,,automatic,iscgem,iscgem
1969-10-22T22:51:33.000Z,34.609,-121.492,10,5.8,mw,,,,,iscgem,iscgem803657,2016-01-28T19:56:04.510Z,offshore Central California,earthquake,,,,,automatic,iscgem,iscgem
1969-08-18T03:21:54.000Z,24.679,-109.222,20,5.6,mw,,,,,iscgem,iscgem805990,2015-05-13T18:53:03.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1969-08-18T01:39:25.000Z,24.881,-109.117,20,6,mw,,,,,iscgem,iscgem805985,2015-05-13T18:53:03.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1969-08-17T20:14:59.000Z,25.035,-109.424,15,6.7,mw,,,,,iscgem,iscgem805964,2017-04-13T21:44:08.170Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1969-08-17T20:13:08.000Z,25.213,-109.188,15,6.5,mw,,,,,iscgem,iscgem805963,2015-05-13T18:53:03.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1969-03-21T04:56:18.000Z,31.296,-114.417,10,6,mw,,,,,iscgem,iscgem811200,2015-05-13T18:53:02.000Z,"Baja California-Sonora border region, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1969-03-20T08:17:42.000Z,31.205,-114.315,10,5.7,mw,,,,,iscgem,iscgem811127,2015-05-13T18:53:02.000Z,"Baja California-Sonora border region, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1968-04-09T02:28:59.610Z,33.1798333,-116.103,10,6.6,mw,15,128,0.6012,0.33,ci,ci3329122,2017-04-26T17:23:18.537Z,"5km NNE of Ocotillo Wells, CA",earthquake,0.88,31.61,,0,reviewed,ci,ci
1967-12-10T12:06:55.000Z,40.478,-124.656,20,5.6,mw,,,,,iscgem,iscgem828247,2017-04-13T21:42:58.245Z,offshore Northern California,earthquake,,,,,automatic,iscgem,iscgem
1966-09-12T16:41:04.000Z,39.385,-120.252,10,5.9,mw,,,,,iscgem,iscgem843363,2017-04-13T21:42:20.283Z,Northern California,earthquake,,,,,automatic,iscgem,iscgem
1966-08-16T18:02:36.000Z,37.38,-114.157,10,5.7,mw,,,,,iscgem,iscgem844550,2015-05-13T18:53:00.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1966-08-07T17:36:11.770Z,31.0395,-113.7773333,6,6.35,ml,13,335,,0.6,ci,ci3330114,2017-04-20T20:55:19.781Z,"173km SE of Estacion Coahuila, B.C., MX",earthquake,99,31.61,0.123,4,reviewed,ci,ci
1966-05-18T07:32:06.000Z,24.97,-109.085,20,5.9,mw,,,,,iscgem,iscgem847550,2015-05-13T18:53:00.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1965-04-29T15:28:45.000Z,47.288,-122.406,64.7,6.7,mw,,,,,iscgem,iscgem858143,2017-04-26T17:23:13.648Z,"Seattle-Tacoma urban area, Washington",earthquake,,,,,automatic,iscgem,iscgem
1965-02-27T07:46:25.000Z,28.133,-112.208,10,6,mw,,,,,iscgem,iscgem860614,2015-05-13T18:52:59.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1964-07-06T02:14:36.000Z,26.142,-110.307,15,6.5,mw,,,,,iscgem,iscgem865773,2015-05-13T18:52:58.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1964-07-05T19:07:59.000Z,26.128,-110.276,15,6.3,mw,,,,,iscgem,iscgem865760,2015-05-13T18:52:58.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1963-11-23T07:50:48.000Z,29.919,-113.915,15,6.1,mw,,,,,iscgem,iscgem873576,2015-05-13T18:52:57.000Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1963-11-18T14:38:29.000Z,29.479,-113.732,15,6.4,mw,,,,,iscgem,iscgem873551,2015-05-13T18:52:57.000Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1963-06-11T15:23:42.330Z,31.9726667,-116.2516667,6,5.6,ml,8,280,0.7901,0.51,ci,ci3331349,2016-01-28T20:01:48.230Z,"37km ENE of Ensenada, B.C., MX",earthquake,5.2,31.61,0.1,9,reviewed,ci,ci
1962-08-30T13:35:29.000Z,41.961,-111.497,15,5.9,mw,,,,,iscgem,iscgem875249,2015-05-13T18:52:56.000Z,Utah,earthquake,,,,,automatic,iscgem,iscgem
1962-08-23T19:29:17.000Z,41.838,-124.048,25,5.9,mw,,,,,iscgem,iscgem875211,2015-05-13T18:52:56.000Z,Northern California,earthquake,,,,,automatic,iscgem,iscgem
1961-05-31T14:17:43.000Z,30.005,-113.785,15,6,mw,,,,,iscgem,iscgem876667,2015-05-13T18:52:55.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1961-04-09T07:23:21.000Z,36.732,-121.222,12,5.9,mw,,,,,iscgem,iscgem876374,2015-05-13T18:52:55.000Z,Central California,earthquake,,,,,automatic,iscgem,iscgem
1960-06-06T01:17:53.000Z,40.729,-124.792,15,6,mw,,,,,iscgem,iscgem879414,2015-05-13T18:52:54.000Z,offshore Northern California,earthquake,,,,,automatic,iscgem,iscgem
1960-06-05T07:46:55.610Z,38.4063333,-119.0971667,6,5.51,ml,12,322,1.515,5.36,ci,ci3350693,2016-01-28T20:00:43.400Z,"43km WSW of Hawthorne, NV",earthquake,99,31.61,0.041,5,reviewed,ci,ci
1960-03-31T19:56:18.000Z,25.986,-110.262,15,6,mw,,,,,iscgem,iscgem878707,2015-05-13T18:52:54.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1959-12-19T15:07:01.000Z,27.198,-111.885,15,5.8,mw,,,,,iscgem,iscgem883505,2015-05-13T18:52:54.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1959-08-19T04:04:07.000Z,44.819,-111.659,15,6,mw,,,,,iscgem,iscgem882681,2015-05-13T18:52:54.000Z,western Montana,earthquake,,,,,automatic,iscgem,iscgem
1959-08-18T15:26:10.000Z,44.812,-110.864,10,6.3,mw,,,,,iscgem,iscgem882678,2015-05-13T18:52:54.000Z,"Yellowstone National Park, Wyoming",earthquake,,,,,automatic,iscgem,iscgem
1959-08-18T11:03:51.000Z,44.864,-110.754,15,5.7,mw,,,,,iscgem,iscgem882677,2015-05-13T18:52:54.000Z,"Yellowstone National Park, Wyoming",earthquake,,,,,automatic,iscgem,iscgem
1959-08-18T06:37:20.000Z,44.63,-110.891,10,7.2,mw,,,,,iscgem,iscgem882673,2015-05-13T18:52:54.000Z,"Yellowstone National Park, Wyoming",earthquake,,,,,automatic,iscgem,iscgem
1959-06-23T14:35:04.000Z,39.027,-118.931,15,5.6,mw,,,,,iscgem,iscgem882314,2015-05-13T18:52:53.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1959-03-23T07:10:26.000Z,39.404,-118.171,15,6,mw,,,,,iscgem,iscgem881629,2015-05-13T18:52:53.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1958-12-01T03:21:18.380Z,32.2163333,-115.7541667,6,5.75,ml,7,299,,0.16,ci,ci3296828,2017-02-07T00:04:09.890Z,"44km SSW of Progreso, B.C., MX",earthquake,16.74,31.61,0.092,12,reviewed,ci,ci
1958-08-30T18:38:24.000Z,27.483,-111.666,15,6,mw,,,,,iscgem,iscgem885060,2015-05-13T18:52:53.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1958-04-19T04:03:27.000Z,26.142,-110.698,15,5.9,mw,,,,,iscgem,iscgem884227,2015-05-13T18:52:52.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1958-04-12T11:47:06.000Z,26.571,-110.925,15,6.3,mw,,,,,iscgem,iscgem884174,2015-05-13T18:52:52.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1957-10-24T21:44:32.000Z,24.79,-109.245,15,6.2,mw,,,,,iscgem,iscgem887419,2015-05-13T18:52:52.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1957-03-22T19:44:22.000Z,37.557,-122.724,15,5.7,mw,,,,,iscgem,iscgem886234,2015-05-13T18:52:51.000Z,offshore Northern California,earthquake,,,,,automatic,iscgem,iscgem
1956-05-24T02:27:31.000Z,26.097,-109.972,15,5.5,mw,,,,,iscgem,iscgem888285,2015-05-13T18:52:50.000Z,"Sonora-Sinaloa border region, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1956-02-15T01:20:42.000Z,31.265,-115.753,15,6.3,mw,,,,,iscgem,iscgem887963,2016-01-28T18:28:17.990Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1956-02-14T18:33:29.680Z,31.0201667,-115.4816667,6,6.43,ml,10,344,,0.42,ci,ci3297559,2016-01-28T18:28:17.460Z,"129km SE of Maneadero, B.C., MX",earthquake,11.71,31.61,0.042,6,reviewed,ci,ci
1956-02-09T18:48:45.100Z,31.7816667,-115.7666667,6,5.56,ml,8,331,1.18,0.33,ci,ci3297542,2017-02-07T00:15:05.483Z,"75km SW of Alberto Oviedo Mota, B.C., MX",earthquake,5.32,31.61,0.105,10,reviewed,ci,ci
1956-02-09T16:59:54.140Z,31.6146667,-116.1346667,6,5.58,ml,10,340,1.156,0.36,ci,ci3297537,2017-02-07T00:09:36.208Z,"42km ESE of Maneadero, B.C., MX",earthquake,7.78,31.61,0.228,7,reviewed,ci,ci
1956-02-09T16:29:50.980Z,31.0435,-115.677,6,5.89,ml,10,343,1.838,0.78,ci,ci3297536,2016-01-28T18:09:36.880Z,"113km SE of Maneadero, B.C., MX",earthquake,18.61,31.61,0.294,4,reviewed,ci,ci
1956-02-09T15:24:25.840Z,31.5171667,-115.915,6,6.2,ml,10,341,1.326,0.65,ci,ci3297529,2017-02-06T23:41:48.215Z,"66km ESE of Maneadero, B.C., MX",earthquake,11.74,31.61,0.033,5,reviewed,ci,ci
1956-02-09T14:34:16.230Z,31.8,-116.2,6,5.6,mh,0,360,1.647,1.018,ci,ci3297522,2016-01-28T18:05:08.090Z,"36km ENE of Maneadero, B.C., MX",earthquake,,,,0,reviewed,ci,ci
1956-02-09T14:32:42.090Z,31.8321667,-116.2308333,6,6.8,ms,6,339,0.9244,0.1,ci,ci3297521,2016-01-28T18:19:03.940Z,"34km ENE of Maneadero, B.C., MX",earthquake,4.34,31.61,,0,reviewed,ci,ci
1955-09-05T02:01:18.000Z,37.189,-122.145,15,5.8,mw,,,,,iscgem,iscgem889890,2015-05-13T18:52:49.000Z,Northern California,earthquake,,,,,automatic,iscgem,iscgem
1955-06-16T12:37:27.000Z,25.432,-112.588,15,5.7,mw,,,,,iscgem,iscgem889656,2015-05-13T18:52:49.000Z,"offshore Baja California Sur, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1955-04-05T16:16:37.000Z,25.559,-109.851,15,6,mw,,,,,iscgemsup,iscgemsup889399,2015-07-13T17:02:23.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1955-04-05T15:09:27.000Z,25.471,-109.662,15,6.5,mw,,,,,iscgem,iscgem889398,2015-05-13T18:52:49.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1954-12-21T19:56:29.000Z,40.846,-123.893,15,6.6,mw,,,,,iscgem,iscgem891371,2015-05-13T18:52:49.000Z,Northern California,earthquake,,,,,automatic,iscgem,iscgem
1954-12-16T11:11:35.000Z,39.207,-117.704,15,6.6,mw,,,,,iscgem,iscgem891357,2015-05-13T18:52:49.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1954-12-16T11:07:17.000Z,39.346,-117.981,10,7.1,mw,,,,,iscgem,iscgem891356,2015-05-13T18:52:49.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1954-11-12T12:26:54.250Z,31.9343333,-116.3126667,6,6.09,ml,9,325,,0.31,ci,ci3298562,2017-02-07T03:12:24.838Z,"30km ENE of Ensenada, B.C., MX",earthquake,9.83,31.61,0.223,5,reviewed,ci,ci
1954-10-24T09:44:11.970Z,31.6075,-116.1365,6,5.92,ml,8,340,,0.42,ci,ci3298521,2017-02-07T03:06:53.603Z,"42km ESE of Maneadero, B.C., MX",earthquake,7.5,31.61,0.093,6,reviewed,ci,ci
1954-10-17T22:57:23.000Z,31.377,-116.923,15,6.4,mw,,,,,iscgem,iscgem891170,2015-05-13T18:52:49.000Z,"offshore Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1954-10-17T22:57:06.050Z,30.6101667,-116.9056667,6,5.77,ml,9,329,,0.63,ci,ci3298512,2016-01-28T18:18:16.560Z,"127km SSW of Maneadero, B.C., MX",earthquake,99,31.61,0.194,6,reviewed,ci,ci
1954-08-31T22:20:36.000Z,39.813,-118.465,15,5.8,mw,,,,,iscgem,iscgem891016,2015-05-13T18:52:49.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1954-08-24T05:51:35.000Z,39.378,-118.516,15,6.5,mw,,,,,iscgem,iscgem890996,2015-05-13T18:52:49.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1954-07-06T22:07:44.000Z,39.242,-118.599,10,5.9,mw,,,,,iscgem,iscgem890827,2015-05-13T18:52:49.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1954-07-06T11:13:23.000Z,39.42,-118.566,10,6.2,mw,,,,,iscgem,iscgem890822,2015-05-13T18:52:49.000Z,Nevada,earthquake,,,,,automatic,iscgem,iscgem
1954-06-04T20:42:45.000Z,27.081,-110.983,15,5.6,mw,,,,,iscgem,iscgem890728,2015-05-13T18:52:49.000Z,"Sonora, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1954-06-04T16:01:58.000Z,27.629,-111.11,15,5.9,mw,,,,,iscgem,iscgem890725,2015-05-13T18:52:49.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1954-05-05T13:09:53.000Z,27.71,-112.073,10,6.4,mw,,,,,iscgem,iscgem890627,2015-05-13T18:52:49.000Z,"Baja California Sur, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1954-04-29T11:34:39.000Z,29.112,-113.024,10,7.2,mw,,,,,iscgem,iscgem890579,2015-05-13T18:52:48.000Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1954-04-29T10:49:32.000Z,29.04,-112.833,10,6.6,mw,,,,,iscgem,iscgem890578,2015-05-13T18:52:48.000Z,"Sonora, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1954-03-19T09:54:28.170Z,33.2985,-116.0805,6,6.4,mw,10,246,,0.54,ci,ci3299653,2017-02-07T03:37:24.811Z,"12km W of Salton City, CA",earthquake,5.98,31.61,,0,reviewed,ci,ci
1954-02-01T04:31:49.150Z,32.1946667,-114.3516667,6,5.66,ml,10,328,2.021,0.45,ci,ci3301219,2017-02-07T04:23:12.122Z,"50km SE of San Luis Rio Colorado, Son., MX",earthquake,7.03,31.61,0.22,8,reviewed,ci,ci
1953-10-13T08:53:53.000Z,29.977,-113.984,15,6.2,mw,,,,,iscgem,iscgem892078,2015-05-13T18:52:48.000Z,"Baja California, Mexico",earthquake,,,,,automatic,iscgem,iscgem
1952-11-22T07:46:37.680Z,35.7231667,-121.3278333,6,6.2,ml,10,288,,0.54,ci,ci3307216,2016-01-28T18:20:40.910Z,"28km NW of Cambria, CA",earthquake,6,31.61,0.058,4,reviewed,ci,ci
1952-11-07T20:55:05.000Z,26.304,-110.89,15,6.3,mw,,,,,iscgem,iscgem893693,2015-05-13T18:52:47.000Z,Gulf of California,earthquake,,,,,automatic,iscgem,iscgem
1952-09-22T11:41:29.000Z,40.234,-124.322,15,6,mw,,,,,iscgem,iscgem893449,2015-05-13T18:52:47.000Z,Northern California,earthquake,,,,,automatic,iscgem,iscgem
1952-08-22T22:41:24.520Z,35.3516667,-118.954,6,5.52,ml,11,56,,0.52,ci,ci3306746,2017-02-07T14:40:44.296Z,"7km E of Bakersfield, CA",earthquake,1.7,31.61,0.03,3,reviewed,ci,ci
1952-07-31T12:09:10.870Z,35.2488333,-118.4966667,6,5.64,ml,11,86,,0.69,ci,ci3317866,2017-02-07T15:48:35.156Z,"14km NNW of Tehachapi, CA",earthquake,2.51,31.61,0.079,3,reviewed,ci,ci
1952-07-29T07:03:47.750Z,35.3568333,-118.8948333,6,5.72,ml,14,96,,0.86,ci,ci3317823,2017-02-07T15:37:52.951Z,"11km N of Lamont, CA",earthquake,2.77,31.61,0.038,4,reviewed,ci,ci
1952-07-25T19:43:24.500Z,35.3041667,-118.4678333,6,5.62,ml,11,79,,0.48,ci,ci3318463,2017-02-07T16:20:55.141Z,"19km N of Tehachapi, CA",earthquake,1.38,31.61,0.083,3,reviewed,ci,ci
1952-07-25T19:09:46.710Z,35.332,-118.4628333,6,5.55,ml,11,74,,0.6,ci,ci3318460,2017-02-07T16:15:28.539Z,"22km N of Tehachapi, CA",earthquake,1.59,31.61,0.112,3,reviewed,ci,ci
1952-07-23T13:17:06.330Z,35.1656667,-118.7993333,6,5.51,ml,11,64,,0.57,ci,ci3318262,2017-02-07T16:09:59.852Z,"6km SSE of Arvin, CA",earthquake,1.84,31.61,0.079,3,reviewed,ci,ci
1952-07-23T07:53:19.870Z,34.9881667,-118.8031667,6,5.55,ml,10,88,,0.74,ci,ci3318258,2017-02-07T16:04:32.963Z,"13km ENE of Grapevine, CA",earthquake,2.04,31.61,0.009,3,reviewed,ci,ci
1952-07-21T12:05:32.760Z,34.9731667,-119.0661667,6,5.8,mh,8,89,,0.68,ci,ci3319398,2016-01-28T18:06:35.630Z,"13km WNW of Grapevine, CA",earthquake,2.57,31.61,,1,reviewed,ci,ci
